iter	Passed	Remaining
541	33722	3077219
542	33803	3078859
543	33886	3080637
544	33926	3078601
545	33999	3079503
546	34066	3079870
547	34144	3081224
548	34233	3083613
549	34311	3084945
550	34389	3086229
551	34455	3086495
552	34513	3086031
553	34585	3086824
554	34665	3088343
555	34735	3088949
556	34840	3092651
557	34914	3093616
558	34982	3094009
559	35066	3095897
560	35120	3095014
561	35194	3095983
562	35267	3096869
563	35354	3098929
564	35442	3101038
565	35525	3102802
566	35594	3103207
567	35681	3105323
568	35759	3106509
569	35796	3104216
570	35870	3105179
571	35958	3107248
572	36049	3109618
573	36115	3109836
574	36191	3110882
575	36265	3111757
576	36334	3112274
577	36419	3114064
578	36468	3112781
579	36530	3112608
580	36609	3113908
581	36655	3112459
582	36730	3113403
583	36814	3115091
584	36903	3117263
585	36992	3119343
586	37073	3120766
587	37149	3121840
588	37239	3123977
589	37329	3126190
590	37409	3127548
591	37502	3129973
592	37599	3132699
593	37687	3134652
594	37771	3136309
595	37808	3134047
596	37892	3135701
597	37977	3137369
598	38055	3138495
599	38137	3140017
600	38219	3141406
601	38285	3141606
602	38364	3142733
603	38414	3141559
604	38490	3142503
605	38557	3142759
606	38641	3144318
607	38715	3145089
608	38798	3146651
609	38877	3147817
610	38958	3149143
611	39042	3150675
612	39120	3151784
613	39215	3154226
614	39302	3156017
615	39394	3158229
616	39478	3159770
617	39554	3160678
618	39634	3161870
619	39722	3163721
620	39806	3165230
621	39894	3167020
622	39971	3168017
623	40048	3168936
624	40119	3169415
625	40194	3170233
626	40274	3171424
627	40355	3172651
628	40426	3173153
629	40475	3171878
630	40549	3172599
631	40629	3173705
632	40719	3175639
633	40790	3176158
634	40870	3177304
635	40949	3178365
636	41041	3180406
637	41129	3182185
638	41232	3185074
639	41307	3185827
640	41394	3187479
641	41483	3189324
642	41570	3191010
643	41647	3191831
644	41719	3192387
645	41808	3194134
646	41887	3195192
647	41969	3196431
648	42054	3197865
649	42140	3199421
650	42225	3200917
651	42309	3202292
652	42385	3203044
653	42483	3205476
654	42555	3205925
655	42647	3207925
656	42733	3209438
657	42828	3211640
658	42914	3213127
659	43009	3215311
660	43087	3216211
661	43187	3218734
662	43268	3219796
663	43357	3221541
664	43440	3222797
665	43517	3223582
666	43590	3224034
667	43666	3224794
668	43752	3226213
669	43826	3226803
670	43918	3228702
671	44003	3230066
672	44087	3231341
673	44161	3231939
674	44248	3233411
675	44328	3234380
676	44406	3235214
677	44497	3236999
678	44575	3237847
679	44668	3239762
680	44757	3241398
681	44836	3242313
682	44931	3244333
683	45009	3245159
684	45077	3245274
685	45155	3246069
686	45229	3246555
687	45311	3247692
688	45393	3248774
689	45476	3249904
690	45563	3251394
691	45642	3252239
692	45722	3253186
693	45804	3254234
694	45882	3254997
695	45965	3256122
696	46052	3257575
697	46120	3257663
698	46210	3259235
699	46280	3259444
700	46366	3260835
701	46441	3261382
702	46522	3262321
703	46606	3263502
704	46687	3264496
705	46766	3265291
706	46847	3266278
707	46925	3267010
708	47018	3268809
709	47093	3269383
710	47173	3270249
711	47257	3271368
712	47334	3272023
713	47414	3272909
714	47500	3274191
715	47581	3275167
716	47663	3276149
717	47745	3277158
718	47823	3277875
719	47897	3278284
720	47975	3279015
721	48054	3279828
722	48128	3280274
723	48209	3281158
724	48295	3282396
725	48372	3283062
726	48447	3283535
727	48535	3284954
728	48621	3286213
729	48703	3287181
730	48794	3288750
731	48879	3289871
732	48955	3290463
733	49043	3291784
734	49121	3292471
735	49207	3293683
736	49290	3294689
737	49374	3295797
738	49464	3297272
739	49541	3297847
740	49625	3298907
741	49696	3299132
742	49788	3300708
743	49876	3302059
744	49966	3303476
745	50052	3304702
746	50142	3306129
747	50237	3307853
748	50318	3308698
749	50400	3309628
750	50479	3310308
751	50572	3311954
752	50653	3312775
753	50735	3313656
754	50816	3314538
755	50899	3315455
756	50980	3316318
757	51068	3317579
758	51146	3318179
759	51219	3318502
760	51303	3319495
761	51384	3320290
762	51474	3321684
763	51553	3322372
764	51645	3323857
765	51736	3325344
766	51813	3325883
767	51899	3327000
768	51994	3328659
769	52074	3329375
770	52147	3329657
771	52219	3329896
772	52319	3331840
773	52390	3331992
774	52471	3332817
775	52545	3333144
776	52621	3333585
777	52704	3334461
778	52773	3334479
779	52862	3335734
780	52947	3336757
781	53027	3337476
782	53096	3337501
783	53182	3338548
784	53272	3339888
785	53347	3340268
786	53447	3342230
787	53535	3343383
788	53622	3344506
789	53716	3346043
790	53810	3347634
791	53878	3347535
792	53964	3348582
793	54033	3348584
794	54112	3349179
795	54200	3350373
796	54278	3350891
797	54349	3351022
798	54436	3352073
799	54514	3352616
800	54582	3352550
801	54665	3353386
802	54748	3354252
803	54818	3354301
804	54906	3355437
805	54987	3356138
806	55075	3357291
807	55161	3358306
808	55251	3359526
809	55341	3360829
810	55423	3361538
811	55518	3363125
812	55611	3364522
813	55694	3365367
814	55775	3366044
815	55869	3367479
816	55951	3368274
817	56024	3368430
818	56112	3369566
819	56189	3369994
820	56273	3370855
821	56362	3372023
822	56451	3373147
823	56530	3373734
824	56613	3374505
825	56692	3375075
826	56777	3375935
827	56855	3376438
828	56932	3376879
829	57022	3378065
830	57105	3378858
831	57183	3379304
832	57273	3380533
833	57360	3381512
834	57448	3382603
835	57534	3383514
836	57624	3384728
837	57707	3385454
838	57794	3386457
839	57870	3386789
840	57951	3387433
841	58022	3387508
842	58114	3388743
843	58196	3389466
844	58275	3389955
845	58366	3391170
846	58449	3391946
847	58545	3393447
848	58620	3393718
849	58700	3394277
850	58784	3395088
851	58875	3396261
852	58971	3397760
853	59053	3398416
854	59140	3399348
855	59218	3399814
856	59300	3400484
857	59384	3401270
858	59465	3401877
859	59540	3402134
860	59620	3402679
861	59698	3403099
862	59775	3403491
863	59852	3403859
864	59923	3403882
865	60015	3405099
866	60095	3405593
867	60173	3406046
868	60254	3406614
869	60335	3407242
870	60415	3407758
871	60490	3408027
872	60564	3408204
873	60652	3409142
874	60729	3409529
875	60817	3410491
876	60891	3410710
877	60982	3411814
878	61055	3411980
879	61149	3413236
880	61248	3414813
881	61332	3415545
882	61412	3416100
883	61484	3416156
884	61565	3416688
885	61652	3417599
886	61723	3417630
887	61811	3418544
888	61894	3419230
889	61978	3419976
890	62044	3419679
891	62136	3420871
892	62199	3420415
893	62277	3420801
894	62357	3421282
895	62440	3421935
896	62532	3423126
897	62629	3424524
898	62702	3424630
899	62784	3425222
900	62862	3425599
901	62946	3426310
902	63041	3427647
903	63132	3428730
904	63216	3429417
905	63284	3429232
906	63372	3430172
907	63457	3430910
908	63541	3431585
909	63636	3432876
910	63708	3432941
911	63786	3433286
912	63866	3433769
913	63947	3434252
914	64026	3434702
915	64109	3435338
916	64190	3435837
917	64272	3436400
918	64342	3436361
919	64428	3437130
920	64512	3437810
921	64602	3438772
922	64677	3438972
923	64762	3439682
924	64843	3440208
925	64925	3440787
926	65006	3441282
927	65078	3441303
928	65164	3442054
929	65242	3442411
930	65322	3442857
931	65402	3443324
932	65479	3443606
933	65556	3443891
934	65635	3444272
935	65708	3444345
936	65792	3444998
937	65878	3445753
938	65964	3446512
939	66039	3446715
940	66129	3447640
941	66222	3448791
942	66314	3449806
943	66397	3450439
944	66477	3450859
945	66563	3451613
946	66641	3451902
947	66728	3452708
948	66825	3453993
949	66898	3454073
950	66983	3454771
951	67060	3455001
952	67142	3455529
953	67216	3455651
954	67306	3456575
955	67382	3456827
956	67453	3456777
957	67533	3457185
958	67613	3457585
959	67691	3457900
960	67760	3457771
961	67839	3458101
962	67922	3458662
963	67997	3458841
964	68072	3458976
965	68137	3458654
966	68216	3459009
967	68299	3459563
968	68367	3459354
969	68432	3459041
970	68508	3459196
971	68570	3458725
972	68636	3458417
973	68728	3459448
974	68802	3459515
975	68889	3460293
976	68972	3460858
977	69059	3461582
978	69149	3462466
979	69233	3463101
980	69314	3463515
981	69389	3463662
982	69484	3464799
983	69572	3465612
984	69663	3466546
985	69752	3467371
986	69837	3468023
987	69922	3468657
988	70000	3468941
989	70078	3469260
990	70154	3469430
991	70240	3470103
992	70318	3470404
993	70400	3470874
994	70467	3470593
995	70556	3471433
996	70624	3471248
997	70705	3471650
998	70793	3472419
999	70876	3472962
1000	70948	3472936
1001	71037	3473755
1002	71127	3474587
1003	71217	3475474
1004	71305	3476245
1005	71394	3477042
1006	71489	3478120
1007	71571	3478613
1008	71644	3478642
1009	71728	3479182
1010	71805	3479397
1011	71884	3479738
1012	71973	3480535
1013	72054	3480933
1014	72146	3481861
1015	72234	3482590
1016	72304	3482469
1017	72394	3483338
1018	72470	3483514
1019	72550	3483870
1020	72641	3484739
1021	72720	3485026
1022	72804	3485554
1023	72884	3485921
1024	72964	3486278
1025	73052	3487027
1026	73148	3488130
1027	73222	3488195
1028	73301	3488462
1029	73388	3489182
1030	73461	3489191
1031	73545	3489708
1032	73632	3490357
1033	73684	3489376
1034	73742	3488678
1035	73790	3487535
1036	73849	3486881
1037	73905	3486085
1038	73973	3485879
1039	74069	3486978
1040	74160	3487811
1041	74258	3489007
1042	74345	3489698
1043	74436	3490536
1044	74525	3491292
1045	74633	3492910
1046	74705	3492890
1047	74796	3493733
1048	74891	3494764
1049	74971	3495101
1050	75066	3496139
1051	75147	3496503
1052	75226	3496791
1053	75311	3497323
1054	75386	3497436
1055	75471	3497987
1056	75548	3498192
1057	75636	3498863
1058	75728	3499754
1059	75807	3500020
1060	75883	3500157
1061	75968	3500693
1062	76038	3500562
1063	76123	3501103
1064	76210	3501760
1065	76288	3501985
1066	76360	3501906
1067	76451	3502725
1068	76529	3502957
1069	76606	3503150
1070	76691	3503697
1071	76777	3504261
1072	76866	3504984
1073	76959	3505893
1074	77048	3506580
1075	77132	3507075
1076	77231	3508272
1077	77322	3509056
1078	77408	3509644
1079	77487	3509917
1080	77561	3509915
1081	77637	3510060
1082	77715	3510239
1083	77811	3511286
1084	77900	3511999
1085	77983	3512436
1086	78055	3512333
1087	78152	3513403
1088	78234	3513819
1089	78314	3514100
1090	78399	3514630
1091	78491	3515428
1092	78564	3515408
1093	78669	3516849
1094	78760	3517628
1095	78854	3518543
1096	78936	3518900
1097	79015	3519162
1098	79099	3519624
1099	79185	3520164
1100	79270	3520674
1101	79350	3520961
1102	79425	3521018
1103	79499	3521023
1104	79577	3521195
1105	79657	3521475
1106	79741	3521943
1107	79824	3522354
1108	79906	3522728
1109	79988	3523102
1110	80071	3523484
1111	80150	3523733
1112	80232	3524118
1113	80328	3525066
1114	80420	3525860
1115	80510	3526609
1116	80600	3527292
1117	80681	3527631
1118	80766	3528118
1119	80864	3529145
1120	80956	3529951
1121	81028	3529878
1122	81113	3530360
1123	81193	3530609
1124	81272	3530859
1125	81347	3530877
1126	81427	3531151
1127	81504	3531285
1128	81580	3531371
1129	81658	3531547
1130	81742	3531984
1131	81819	3532106
1132	81897	3532310
1133	81974	3532431
1134	82064	3533119
1135	82148	3533531
1136	82243	3534464
1137	82331	3535063
1138	82425	3535890
1139	82514	3536552
1140	82578	3536121
1141	82676	3537131
1142	82767	3537879
1143	82841	3537859
1144	82942	3538990
1145	83029	3539532
1146	83102	3539482
1147	83102	3539482
1148	83211	3540920
1149	83334	3542982
1150	83427	3543778
1151	83543	3545553
1152	83736	3550586
1153	83802	3550228
1154	83884	3550540
1155	83978	3551369
1156	84065	3551905
1157	84124	3551265
1158	84203	3551436
1159	84285	3551772
1160	84370	3552232
1161	84444	3552199
1162	84549	3553468
1163	84635	3553977
1164	84710	3553963
1165	84794	3554371
1166	84885	3555072
1167	84966	3555336
1168	85048	3555662
1169	85137	3556250
1170	85261	3558306
1171	85428	3562155
1172	85570	3564995
1173	85678	3566373
1174	85965	3575202
1175	86126	3578768
1176	86230	3579940
1177	86317	3580455
1178	86392	3580441
1179	86484	3581154
1180	86564	3581338
1181	86655	3582016
1182	86747	3582718
1183	86833	3583128
1184	86914	3583406
1185	86993	3583553
1186	87079	3583971
1187	87157	3584091
1188	87246	3584665
1189	87315	3584428
1190	87375	3583790
1191	87434	3583106
1192	87516	3583416
1193	87604	3583934
1194	87685	3584157
1195	87748	3583677
1196	87816	3583364
1197	87885	3583103
1198	87965	3583327
1199	88051	3583755
1200	88129	3583845
1201	88204	3583835
1202	88272	3583566
1203	88332	3582931
1204	88396	3582489
1205	88453	3581760
1206	88524	3581589
1207	88602	3581691
1208	88682	3581865
1209	88744	3581341
1210	88830	3581765
1211	88908	3581872
1212	88986	3581998
1213	89078	3582658
1214	89169	3583315
1215	89243	3583271
1216	89317	3583210
1217	89396	3583335
1218	89465	3583106
1219	89551	3583528
1220	89609	3582836
1221	89690	3583070
1222	89764	3583030
1223	89841	3583089
1224	89927	3583497
1225	90009	3583784
1226	90084	3583753
1227	90166	3584025
1228	90238	3583891
1229	90318	3584095
1230	90396	3584177
1231	90485	3584717
1232	90582	3585598
1233	90661	3585709
1234	90771	3587093
1235	90863	3587736
1236	90947	3588082
1237	91027	3588282
1238	91112	3588624
1239	91191	3588798
1240	91273	3589052
1241	91360	3589491
1242	91450	3590055
1243	91516	3589696
1244	91605	3590205
1245	91680	3590193
1246	91767	3590644
1247	91848	3590856
1248	91930	3591099
1249	92005	3591087
1250	92100	3591854
1251	92173	3591740
1252	92265	3592369
1253	92335	3592176
1254	92421	3592563
1255	92500	3592705
1256	92614	3594211
1257	92709	3594944
1258	92787	3595043
1259	92854	3594689
1260	92920	3594322
1261	92987	3593997
1262	93046	3593353
1263	93112	3592963
1264	93177	3592584
1265	93233	3591808
1266	93305	3591670
1267	93374	3591407
1268	93452	3591521
1269	93553	3592490
1270	93639	3592871
1271	93720	3593099
1272	93789	3592840
1273	93883	3593525
1274	93969	3593928
1275	94032	3593452
1276	94094	3592938
1277	94168	3592868
1278	94238	3592657
1279	94308	3592424
1280	94377	3592178
1281	94449	3592036
1282	94524	3592013
1283	94607	3592284
1284	94682	3592243
1285	94758	3592275
1286	94828	3592057
1287	94904	3592052
1288	94994	3592593
1289	95087	3593248
1290	95169	3593489
1291	95254	3593859
1292	95344	3594389
1293	95423	3594506
1294	95507	3594803
1295	95590	3595097
1296	95670	3595263
1297	95745	3595223
1298	95831	3595586
1299	95920	3596084
1300	95998	3596191
1301	96087	3596673
1302	96189	3597644
1303	96290	3598601
1304	96378	3599032
1305	96464	3599405
1306	96564	3600316
1307	96655	3600872
1308	96742	3601288
1309	96815	3601175
1310	96901	3601546
1311	96980	3601660
1312	97079	3602539
1313	97163	3602834
1314	97245	3603059
1315	97324	3603136
1316	97410	3603510
1317	97495	3603846
1318	97571	3603837
1319	97670	3604709
1320	97746	3604689
1321	97826	3604848
1322	97904	3604904
1323	97999	3605597
1324	98086	3606025
1325	98186	3606893
1326	98274	3607313
1327	98350	3607317
1328	98442	3607907
1329	98534	3608485
1330	98616	3608710
1331	98702	3609052
1332	98780	3609134
1333	98855	3609066
1334	98943	3609501
1335	99028	3609825
1336	99105	3609849
1337	99184	3609971
1338	99267	3610189
1339	99337	3609973
1340	99422	3610280
1341	99519	3611040
1342	99612	3611670
1343	99689	3611691
1344	99771	3611889
1345	99857	3612255
1346	99950	3612837
1347	100032	3613045
1348	100119	3613449
1349	100204	3613746
1350	100288	3614020
1351	100366	3614071
1352	100464	3614856
1353	100535	3614678
1354	100621	3615018
1355	100695	3614945
1356	100781	3615281
1357	100869	3615704
1358	100957	3616107
1359	101041	3616381
1360	101125	3616655
1361	101211	3617004
1362	101297	3617327
1363	101379	3617515
1364	101452	3617402
1365	101527	3617369
1366	101600	3617231
1367	101702	3618143
1368	101784	3618334
1369	101865	3618502
1370	101939	3618409
1371	102014	3618365
1372	102095	3618507
1373	102171	3618498
1374	102262	3619021
1375	102350	3619425
1376	102428	3619459
1377	102509	3619637
1378	102604	3620284
1379	102683	3620340
1380	102771	3620743
1381	102855	3621024
1382	102930	3620978
1383	103023	3621536
1384	103112	3621959
1385	103204	3622508
1386	103289	3622804
1387	103377	3623190
1388	103445	3622887
1389	103530	3623209
1390	103616	3623517
1391	103698	3623689
1392	103764	3623319
1393	103859	3623977
1394	103949	3624420
1395	104026	3624464
1396	104092	3624082
1397	104168	3624040
1398	104247	3624126
1399	104331	3624398
1400	104411	3624487
1401	104461	3623568
1402	104514	3622755
1403	104578	3622296
1404	104644	3621935
1405	104719	3621879
1406	104798	3621968
1407	104882	3622220
1408	104968	3622515
1409	105053	3622828
1410	105136	3623032
1411	105207	3622824
1412	105286	3622906
1413	105385	3623663
1414	105474	3624100
1415	105564	3624546
1416	105650	3624870
1417	105738	3625242
1418	105819	3625407
1419	105902	3625615
1420	105987	3625897
1421	106084	3626584
1422	106160	3626541
1423	106252	3627061
1424	106330	3627109
1425	106415	3627380
1426	106489	3627288
1427	106561	3627124
1428	106654	3627686
1429	106739	3627959
1430	106839	3628725
1431	106918	3628797
1432	107006	3629164
1433	107081	3629126
1434	107180	3629851
1435	107278	3630558
1436	107367	3630993
1437	107454	3631314
1438	107537	3631538
1439	107631	3632080
1440	107718	3632438
1441	107807	3632820
1442	107891	3633077
1443	107978	3633402
1444	108068	3633847
1445	108179	3634984
1446	108283	3635870
1447	108362	3635963
1448	108441	3636023
1449	108530	3636397
1450	108601	3636188
1451	108679	3636244
1452	108759	3636314
1453	108838	3636405
1454	108927	3636778
1455	109021	3637341
1456	109107	3637629
1457	109187	3637732
1458	109274	3638046
1459	109364	3638497
1460	109451	3638801
1461	109538	3639139
1462	109615	3639143
1463	109697	3639290
1464	109776	3639355
1465	109870	3639909
1466	109939	3639633
1467	110032	3640139
1468	110114	3640303
1469	110203	3640703
1470	110296	3641208
1471	110373	3641208
1472	110452	3641270
1473	110539	3641586
1474	110612	3641426
1475	110712	3642168
1476	110794	3642337
1477	110883	3642713
1478	110960	3642695
1479	111043	3642882
1480	111138	3643469
1481	111222	3643671
1482	111313	3644114
1483	111404	3644560
1484	111483	3644626
1485	111557	3644501
1486	111647	3644927
1487	111729	3645055
1488	111818	3645456
1489	111883	3645034
1490	111959	3645005
1491	112036	3644979
1492	112120	3645196
1493	112200	3645275
1494	112279	3645334
1495	112368	3645688
1496	112457	3646057
1497	112549	3646549
