iter	Logloss
128	0.4073482222
129	0.4071586833
130	0.4070640497
131	0.4069585529
132	0.4068016298
133	0.4066944911
134	0.4064341073
135	0.4062999408
136	0.4060496736
137	0.4059119189
138	0.4056958305
139	0.4055536227
140	0.4054359417
141	0.4053298959
142	0.4052361382
143	0.4049508494
144	0.4047305711
145	0.4046500008
146	0.4045668864
147	0.4043903482
148	0.4042199793
149	0.4040674478
150	0.4038353695
151	0.4037558172
152	0.4037138176
153	0.4035456816
154	0.4032361772
155	0.4032028448
156	0.4031424903
157	0.4030990848
158	0.4028437932
159	0.4028169525
160	0.4027102262
161	0.4025665837
162	0.4024992845
163	0.402345733
164	0.402185026
165	0.4021027675
166	0.401936486
167	0.4018963717
168	0.4017432828
169	0.4017111717
170	0.4016736399
171	0.4015369134
172	0.4014095401
173	0.4013451759
174	0.401218824
175	0.4011178507
176	0.4009685678
177	0.400875815
178	0.4006774135
179	0.400553262
180	0.4004392206
181	0.4002901101
182	0.4002531091
183	0.4002262904
184	0.4001765396
185	0.400110428
186	0.4000899923
187	0.4000134742
188	0.3999343899
189	0.3998468829
190	0.3997069133
191	0.399657043
192	0.3995466464
193	0.3994751951
194	0.3993649601
195	0.3993628135
196	0.3992508198
197	0.3991007265
198	0.3990011473
199	0.3989437463
200	0.3988394524
201	0.3987968501
202	0.3986923354
203	0.398662884
204	0.3986539925
205	0.3985805227
206	0.3985158042
207	0.3985049611
208	0.3984573204
209	0.3984466107
210	0.3984021699
211	0.3982498571
212	0.3980099263
213	0.3979482258
214	0.3978995165
215	0.3977529876
216	0.3976947554
217	0.3976731563
218	0.3976549879
219	0.3976410142
220	0.3976007733
221	0.3975666732
222	0.3975106103
223	0.3975100181
224	0.3974433726
225	0.3972927146
226	0.3970800376
227	0.3970734834
228	0.3970364534
229	0.3968711188
230	0.3968092137
231	0.3968040341
232	0.396767682
233	0.3967172239
234	0.3965432292
235	0.3964366058
236	0.3963589459
237	0.3962498689
238	0.3962426107
239	0.3962057539
240	0.3962033136
241	0.3960922005
242	0.3960539927
243	0.3960108873
244	0.3959903314
245	0.3959138985
246	0.3958763826
247	0.3958489798
248	0.3958382164
249	0.3957938125
250	0.3956945982
251	0.3956244358
252	0.3956025993
253	0.3955782525
254	0.3955346894
255	0.3955316515
256	0.3954850396
257	0.3954744636
258	0.3954107343
259	0.3953853077
260	0.3952702107
261	0.3952084654
262	0.3951914167
263	0.3951559982
264	0.3950670626
265	0.3949046785
266	0.3948926858
267	0.3948117045
268	0.3947231163
269	0.3946922875
270	0.3946179003
271	0.3945684505
272	0.3945484581
273	0.3945305876
274	0.3945176967
275	0.3945176763
276	0.3944992663
277	0.394430072
278	0.3944170629
279	0.394404285
280	0.3943680329
281	0.3943075327
282	0.3942615356
283	0.3941631923
284	0.394154573
285	0.3940915884
286	0.3940725638
287	0.3940317815
288	0.3940190731
289	0.3939791944
290	0.3939237839
291	0.3939170937
292	0.3938345938
293	0.3937989938
294	0.3937011061
295	0.3936539859
296	0.3935835088
297	0.3935766884
298	0.3935715609
299	0.3935571418
300	0.3935451564
301	0.3935282241
302	0.3934653813
303	0.3933899732
304	0.3933452326
305	0.3933107342
306	0.3932688979
307	0.3932646726
308	0.3932584106
309	0.3931946843
310	0.3931465709
311	0.3931387438
312	0.3929766163
313	0.3929726978
314	0.392902795
315	0.3928855794
316	0.39282255
317	0.3927762483
318	0.3927329636
319	0.3926874444
320	0.3926369168
321	0.3926003147
322	0.3925945605
323	0.3925841506
324	0.3925841459
325	0.3925517496
326	0.3925396916
327	0.3923702311
328	0.392291487
329	0.3922656634
330	0.3921536038
331	0.3920913221
332	0.3920856486
333	0.3920792587
334	0.3920538606
335	0.3919850488
336	0.3919763727
337	0.3919732824
338	0.3919114098
339	0.3919033106
340	0.3918867791
341	0.3918839139
342	0.3918693554
343	0.3918633141
344	0.3917445538
345	0.3917353915
346	0.3915957662
347	0.3915857593
348	0.3915743857
349	0.391529289
350	0.3914854733
351	0.3914407425
352	0.3913643089
353	0.391334317
354	0.3913243605
355	0.3913059406
356	0.391253182
357	0.3912418649
358	0.391188041
359	0.3911787651
360	0.3911758186
361	0.3911580277
362	0.3911493692
363	0.3911491209
364	0.3911409364
365	0.3911152961
366	0.3910977899
367	0.3910863377
368	0.3910834607
369	0.3910667045
370	0.3909952188
371	0.3909952095
372	0.3909180365
373	0.3908629303
374	0.3908448893
375	0.3908186643
376	0.3907952936
377	0.3907117511
378	0.3907089144
379	0.3906911902
380	0.3906454562
381	0.3905405275
382	0.3905251056
383	0.3905222882
384	0.390510505
385	0.3904956046
386	0.3904733277
387	0.3904207793
388	0.3903956968
389	0.3903069153
390	0.3902861897
391	0.3902768754
392	0.3902676401
393	0.3902226794
394	0.390180316
395	0.3901756299
396	0.3901534734
397	0.3901130103
398	0.3900745038
399	0.3900744905
400	0.3900690509
401	0.3900431807
402	0.3900337279
403	0.3899904339
404	0.3899357794
405	0.389905041
406	0.3899020524
407	0.3898723982
408	0.3898272108
409	0.3898223556
410	0.3897607628
411	0.3897530372
412	0.3896807041
413	0.3896755631
414	0.389672165
415	0.3896703052
416	0.3895977666
417	0.3895892029
418	0.389575037
419	0.3895449611
420	0.3894757234
421	0.3894710096
422	0.3894667755
423	0.3894612926
424	0.3894600761
425	0.3894600645
426	0.3894191795
427	0.3893408891
428	0.3892731101
429	0.3892573796
430	0.3892228952
431	0.389189805
432	0.3891683813
433	0.3891021736
434	0.3890941969
435	0.3890684007
436	0.389066346
437	0.389049391
438	0.3889223248
439	0.3889203255
440	0.3889150945
441	0.388913164
442	0.3888183649
443	0.3888165385
444	0.3888165246
445	0.388781698
446	0.3887654031
447	0.3887520755
448	0.3887480787
449	0.3887467933
450	0.3887424256
451	0.3886834977
452	0.3886817758
453	0.3886558736
454	0.3885810451
455	0.3885384285
456	0.388537404
457	0.3884854907
458	0.3884396172
459	0.3884234398
460	0.3883917217
461	0.3883441634
462	0.3883289868
463	0.3882199814
464	0.3881878835
465	0.3881567141
466	0.3881077386
467	0.3881042798
468	0.3881027326
469	0.3880823369
470	0.3880795081
471	0.388071419
472	0.3880288128
473	0.3880160406
474	0.3879676776
475	0.3879661853
476	0.3879418604
477	0.3879279293
478	0.3879013703
479	0.3878562906
480	0.3878391492
481	0.3878035559
482	0.3877879392
483	0.3877862371
484	0.3877562784
485	0.3877459918
486	0.3877227515
487	0.3877188831
488	0.3877124555
489	0.3876941472
490	0.3876787466
491	0.3876583148
492	0.3876522111
493	0.3875418575
494	0.3875385114
495	0.3875155013
496	0.3875142737
497	0.3875020806
498	0.3874713624
499	0.3874127043
500	0.3874048834
501	0.3873754978
502	0.3873744931
503	0.3873606869
504	0.3873355334
505	0.3873204018
506	0.3872647938
507	0.3872557588
508	0.3872063967
509	0.3871426746
510	0.3871377363
511	0.3870870151
512	0.3870734432
513	0.386995935
514	0.3869948032
515	0.3869912322
516	0.3869550915
517	0.3869513792
518	0.3869255907
519	0.3868841908
520	0.3868831538
521	0.3868716537
522	0.386824539
523	0.3868007541
524	0.3867413563
525	0.3866622689
526	0.3866431962
527	0.3866315542
528	0.3866249347
529	0.3866050368
530	0.3866042508
531	0.3864949629
532	0.3864790846
533	0.3864759576
534	0.3864100877
535	0.3864008749
536	0.3863881312
537	0.3863620721
538	0.3863590976
539	0.3862914736
540	0.3862159142
541	0.3861522275
542	0.3860855435
543	0.3860119105
544	0.3860091036
545	0.3859046642
546	0.385860957
547	0.385822193
548	0.3857799279
549	0.3857198671
550	0.3856925677
551	0.3856612629
552	0.3856340066
553	0.3856138286
554	0.3855696907
555	0.3855142996
556	0.3854853319
557	0.3854684729
558	0.3854091741
559	0.3853752706
560	0.3853694067
561	0.3852266079
562	0.3851935307
563	0.3851145507
564	0.3850326071
565	0.3849372377
566	0.3849141102
567	0.3848429733
568	0.384797443
569	0.3847964743
570	0.3847498399
571	0.3846962565
572	0.3846333212
573	0.3846232503
574	0.3845184973
575	0.3844578521
576	0.3844296611
577	0.3843621602
578	0.3843589648
579	0.3843516787
580	0.3842800234
581	0.3842737424
582	0.3842105303
583	0.3841906068
584	0.3841513307
585	0.3840772464
586	0.3840248115
587	0.3839482055
588	0.3839390411
589	0.3838180284
590	0.3837599451
591	0.3837349396
592	0.383720743
593	0.3836719487
594	0.3835670041
595	0.3835662678
596	0.3834906264
597	0.3834109919
598	0.3833988587
599	0.3832987392
600	0.3832351538
601	0.3832180453
602	0.383141177
603	0.3831386771
604	0.3830801038
605	0.3830572771
606	0.3830330406
607	0.3829879273
608	0.3828543213
609	0.3828354826
610	0.382816511
611	0.3827125003
612	0.382691454
613	0.3826632031
614	0.3825719079
615	0.3825658986
616	0.3825421512
617	0.3824345851
618	0.3824242392
619	0.3824145448
620	0.382382835
621	0.3823261621
622	0.3822721404
623	0.3821977774
624	0.3821810229
625	0.3821110865
626	0.3820914215
627	0.3820066818
628	0.381968672
629	0.381966701
630	0.3819140401
631	0.3818280975
632	0.3818009931
633	0.3817275711
634	0.3817118641
635	0.3816557643
636	0.381597498
637	0.381554359
638	0.3815118376
639	0.3814583082
640	0.3813824335
641	0.381380116
642	0.3813264761
643	0.3812672709
644	0.3812443937
645	0.3812183169
646	0.3811054278
647	0.3810825746
648	0.3810001228
649	0.3808997565
650	0.38085705
651	0.3808115603
652	0.3807831003
653	0.3807378128
654	0.3807098535
655	0.3807021137
656	0.3806922444
657	0.3806505234
658	0.3805797598
659	0.3805228413
660	0.3805048581
661	0.3804919357
662	0.380476397
663	0.3804589662
664	0.3804148248
665	0.3803327253
666	0.3802789386
667	0.3802774388
668	0.3802378123
669	0.3802118672
670	0.380185975
671	0.3801696242
672	0.3800690024
673	0.3800024996
674	0.3799757385
675	0.3799083442
676	0.3798593047
677	0.3797992558
678	0.3797812481
679	0.3797656492
680	0.3797636179
681	0.3797306284
682	0.3796717658
683	0.3796414479
684	0.3796085798
685	0.3795682588
686	0.3795408099
687	0.3795306885
688	0.3795165586
689	0.3795137962
690	0.3795046473
691	0.379464439
692	0.3793924531
693	0.3793257136
694	0.3793034893
695	0.3792856979
696	0.3792307634
697	0.3791646456
698	0.3791244189
699	0.3790798329
700	0.379067213
701	0.3790096065
702	0.3789596916
703	0.3788915224
704	0.3788441504
705	0.3787686291
706	0.3787652129
707	0.3786961232
708	0.3786471948
709	0.3785866779
710	0.378568995
711	0.3784393473
712	0.3784155407
713	0.3783936486
714	0.3783602642
715	0.3783303069
716	0.3782672547
717	0.3782034236
718	0.3781611881
719	0.3781538568
720	0.3781518209
721	0.3781293509
722	0.3780912886
723	0.3780001787
724	0.3779354436
725	0.3779015065
726	0.3778023761
727	0.3777304001
728	0.3777075977
729	0.3776840787
730	0.3775674274
731	0.3775493403
732	0.3774149866
733	0.3774119928
734	0.3773715853
735	0.3773324757
736	0.3773124755
737	0.3772927549
738	0.3772691618
739	0.3772043511
740	0.377202821
741	0.3771881593
742	0.3771657085
743	0.377120176
744	0.3770979763
745	0.377042483
746	0.3770153778
747	0.3769815847
748	0.3769525684
749	0.3769110921
750	0.3768770245
751	0.3768755311
752	0.3767942267
753	0.3767572607
754	0.3767324467
755	0.3766786234
756	0.3766525398
757	0.3766193106
758	0.3765583248
759	0.3765230549
760	0.3764400547
761	0.3763408807
762	0.3763297598
763	0.3763006992
764	0.3762649143
765	0.3762126186
766	0.3761766769
767	0.3761736657
768	0.376143077
769	0.3760726456
770	0.3760372419
771	0.3760214005
772	0.3758953028
773	0.3758851048
774	0.3758680339
775	0.375864378
776	0.3758498782
777	0.3757784927
778	0.3757017398
779	0.3756733822
780	0.3756456407
781	0.3756062847
782	0.3755327497
783	0.375528596
784	0.375518719
785	0.3755153298
786	0.3754639653
787	0.3754294199
788	0.3753375983
789	0.3752616551
790	0.3752386632
791	0.3750972044
792	0.3750465091
793	0.3750227707
794	0.3750048879
795	0.3749417231
796	0.374919518
797	0.374862108
798	0.3747668028
799	0.3746998197
800	0.3746631781
801	0.374624224
802	0.3745724876
803	0.3744672397
804	0.3744219312
805	0.3743477574
806	0.3743025996
807	0.3743001272
808	0.3742647012
809	0.3741362372
810	0.3741149715
811	0.374110051
812	0.3740478548
813	0.3739992859
814	0.3739539727
815	0.3739444954
816	0.3739241098
817	0.3739200819
818	0.3738850257
819	0.3738766762
820	0.3738507605
821	0.3738287531
822	0.3738274304
823	0.373800469
824	0.3737670826
825	0.3736938026
826	0.3736502976
827	0.3736022762
828	0.3735444513
829	0.3734817541
830	0.3734384107
831	0.3733393582
832	0.3733072107
833	0.3732808419
834	0.3732123571
835	0.3731800504
836	0.3731246409
837	0.3730412373
838	0.3729904037
839	0.3729820423
840	0.3729289258
841	0.3728764022
842	0.3728385726
843	0.3728039021
844	0.3727992041
845	0.3727587159
846	0.3727488045
847	0.372736649
848	0.3727014931
849	0.3726637329
850	0.3726056458
851	0.3725676824
852	0.3725224791
853	0.3725069976
854	0.3724923443
855	0.3724690493
856	0.3724303425
857	0.3723803384
858	0.3722964241
859	0.3722194231
860	0.372180872
861	0.3721557495
862	0.3721332482
863	0.3721050284
864	0.3720259057
865	0.3719329155
866	0.3718650729
867	0.3717851838
868	0.3717745877
869	0.3716987962
870	0.3716138326
871	0.3715353425
872	0.3715262015
873	0.3714925058
874	0.3714596646
875	0.371421143
876	0.3713905513
877	0.3713751456
878	0.3713501523
879	0.3712119884
880	0.3711583729
881	0.3711493058
882	0.3710954624
883	0.3709556091
884	0.370911546
885	0.370844536
886	0.3708031145
887	0.3706938912
888	0.3706589672
889	0.3705726035
890	0.3705212648
891	0.3705013453
892	0.370468584
893	0.370434091
894	0.3703633071
895	0.3703456957
896	0.3703118743
897	0.3703011914
898	0.3702727835
899	0.3702676452
900	0.3702258838
901	0.3702158923
902	0.3701766542
903	0.3700991166
904	0.3700654682
905	0.370023554
906	0.3700013032
907	0.3699880991
908	0.3699087779
909	0.3698625572
910	0.3698017303
911	0.3697904795
912	0.3696751595
913	0.3696531653
914	0.3695879747
915	0.3695706901
916	0.3695479716
917	0.3695086148
918	0.369485217
919	0.3694666098
920	0.3694586205
921	0.3693399541
922	0.3693081289
923	0.3693004987
924	0.3692541233
925	0.3692253179
926	0.3691568322
927	0.3691194111
928	0.3690080389
929	0.3690063109
930	0.3689727088
931	0.3689076948
932	0.3687947945
933	0.3687435236
934	0.3686689229
935	0.3686429517
936	0.368639718
937	0.368607363
938	0.36857482
939	0.3685107314
940	0.3684629986
941	0.3683618482
942	0.3683041808
943	0.3682719536
944	0.3681880788
945	0.368130782
946	0.3681274267
947	0.3681133322
948	0.3680735559
949	0.3680438706
950	0.3680232746
951	0.3679759664
952	0.3678928488
953	0.3678741517
954	0.367773677
955	0.3676902507
956	0.3676151247
957	0.3675951493
958	0.3675379341
959	0.3675203115
960	0.367498031
961	0.3674037032
962	0.3673696276
963	0.3672551798
964	0.3672151733
965	0.3671860918
966	0.3671629572
967	0.3671535083
968	0.3671269255
969	0.3671209431
970	0.3670911392
971	0.3670751204
972	0.3670546012
973	0.3670124024
974	0.3669226775
975	0.3668711591
976	0.3668241456
977	0.366807816
978	0.3667674455
979	0.3667422751
980	0.3667046153
981	0.3666720343
982	0.3666107501
983	0.3665565009
984	0.3665269659
985	0.3665080141
986	0.3664973086
987	0.3664264314
988	0.3664175386
989	0.3663604171
990	0.3663088048
991	0.3662925084
992	0.3662681841
993	0.366254068
994	0.3661967383
995	0.3661602741
996	0.3661575471
997	0.3661091769
998	0.3660678119
999	0.3660022694
1000	0.3659785625
1001	0.3659718619
1002	0.3658991635
1003	0.3658958507
1004	0.365883223
1005	0.3657916992
1006	0.3657206882
1007	0.3656739551
1008	0.3656554434
1009	0.3656403781
1010	0.3656262668
1011	0.3655301733
1012	0.3655091796
1013	0.3654417861
1014	0.3654113444
1015	0.3653743551
1016	0.3653397364
1017	0.3652930529
1018	0.365276286
1019	0.3652628914
1020	0.3652482075
1021	0.365220276
1022	0.3651907908
1023	0.3651710954
1024	0.365143202
1025	0.3651243384
1026	0.3651179648
1027	0.3650519067
1028	0.3650189538
1029	0.3649936638
1030	0.3649747192
1031	0.3649661401
1032	0.364877455
1033	0.3648644347
1034	0.3648557041
1035	0.3647931619
1036	0.3647282159
1037	0.364662057
1038	0.3646362106
1039	0.364605865
1040	0.3645822109
1041	0.364537014
1042	0.3644931625
1043	0.3644310363
1044	0.3644279046
1045	0.3643764464
1046	0.3643268626
1047	0.3642684111
1048	0.3642546827
1049	0.3641517004
1050	0.3641354585
1051	0.3641148188
1052	0.3641029505
1053	0.364055374
1054	0.3640429812
1055	0.3639732434
1056	0.3639598156
1057	0.3639518859
1058	0.3639164181
1059	0.3638716408
1060	0.3638655396
1061	0.3638436139
1062	0.3638243719
1063	0.3638153458
1064	0.3637935091
1065	0.3636925671
1066	0.3636680867
1067	0.3636256825
1068	0.3635976237
1069	0.3635864691
1070	0.3635791591
1071	0.3635575218
1072	0.3635473386
1073	0.3634943035
1074	0.3634383366
1075	0.3634229922
1076	0.3634172427
1077	0.3633932978
1078	0.363358739
1079	0.3633503911
1080	0.3633293579
1081	0.3632638894
1082	0.3631898544
1083	0.3631617848
1084	0.3631104018
1085	0.3630541535
1086	0.3630188515
1087	0.3629545668
1088	0.3629300376
1089	0.3629023229
1090	0.362868825
1091	0.3628417626
1092	0.3627945274
1093	0.3627667372
1094	0.3627414835
1095	0.3627362387
1096	0.3627284805
1097	0.3626984083
1098	0.3626261575
1099	0.3625487087
1100	0.3625233431
1101	0.3624955885
1102	0.3624843157
1103	0.3624315561
1104	0.3624018097
1105	0.3623834806
1106	0.362354693
1107	0.3623415873
1108	0.3622774757
1109	0.3622111064
1110	0.3621954157
1111	0.362149079
1112	0.362087061
1113	0.36205521
1114	0.3620331473
1115	0.3620009086
1116	0.3619887427
1117	0.3619430996
1118	0.3619315504
1119	0.3619166256
1120	0.3618881346
1121	0.3618699544
1122	0.361805859
1123	0.3617300277
1124	0.3616704088
1125	0.3616013053
1126	0.3615669585
1127	0.3615424497
1128	0.3614693218
1129	0.3614311699
1130	0.3613628028
1131	0.3613416189
1132	0.3613072161
1133	0.3612891606
1134	0.3612278071
1135	0.3611512986
1136	0.3610987439
1137	0.3610778399
1138	0.3610757506
1139	0.3610650681
1140	0.3610323262
1141	0.3609955577
1142	0.3609502173
1143	0.3609422631
1144	0.3609120369
1145	0.3608788247
1146	0.3608650142
1147	0.3608543309
1148	0.3608509622
1149	0.3608293766
1150	0.3608107644
1151	0.360801243
1152	0.3607409121
1153	0.3607218152
1154	0.3606808093
1155	0.3606625059
1156	0.3605562255
1157	0.3603780749
1158	0.3603524712
1159	0.3603022059
1160	0.3602904441
1161	0.3602848384
1162	0.3601830701
1163	0.3601110396
1164	0.3600935587
1165	0.3600903684
1166	0.3600728656
1167	0.3599856785
1168	0.3599737231
1169	0.359959675
1170	0.3598862213
1171	0.3598214392
1172	0.3597744619
1173	0.3597328663
1174	0.3596909482
1175	0.3596801629
1176	0.3596669091
1177	0.3595792101
1178	0.359570621
1179	0.3595285308
1180	0.3594334436
1181	0.3593967399
1182	0.3593689398
1183	0.3593449315
1184	0.3592907657
1185	0.3592239037
1186	0.3591933981
1187	0.3590745622
1188	0.3590540541
1189	0.3590068067
1190	0.3590017569
1191	0.3589029412
1192	0.3588836566
1193	0.3588582654
1194	0.3588143502
1195	0.3588098097
1196	0.3587864883
1197	0.3587496456
1198	0.3586549703
1199	0.3586471946
1200	0.3585991866
1201	0.3585733502
1202	0.3584260505
1203	0.3584044392
1204	0.3583828241
1205	0.3583553202
1206	0.3582706222
1207	0.3582691657
1208	0.3582432843
1209	0.3582059751
1210	0.3581832181
1211	0.3581723239
1212	0.3581484935
1213	0.3581295267
1214	0.3580930877
1215	0.3580840664
1216	0.3580533593
1217	0.3580240087
1218	0.3579820352
1219	0.3579672609
1220	0.3579369769
1221	0.3579003797
1222	0.357829559
1223	0.3577308841
1224	0.3577179982
1225	0.3576588658
1226	0.3576396728
1227	0.3576003432
1228	0.3575915906
1229	0.3575783019
1230	0.3575238759
1231	0.3575112929
1232	0.3575055311
1233	0.3574276939
1234	0.3574070565
1235	0.3573735625
1236	0.3573127367
1237	0.3572308693
1238	0.3572276998
1239	0.3571866672
1240	0.3571746169
1241	0.3571368573
1242	0.3571306585
1243	0.3570806765
1244	0.3570210609
1245	0.356988264
1246	0.3569635426
1247	0.3569581049
1248	0.3569148632
1249	0.3569031073
1250	0.3568354774
1251	0.3567517591
1252	0.3567131899
1253	0.3566806745
1254	0.3566644897
1255	0.3566423172
1256	0.3566327479
1257	0.3566190453
1258	0.3566026073
1259	0.356563211
1260	0.3565238122
1261	0.3565228957
1262	0.3565114196
1263	0.3563794822
1264	0.3563743279
1265	0.3563652183
1266	0.356340183
1267	0.3563255365
1268	0.3563020209
1269	0.3562777344
1270	0.356259524
1271	0.3562138669
1272	0.356202662
1273	0.3561808493
1274	0.3561235052
1275	0.3561074448
1276	0.3560952414
1277	0.3559707732
1278	0.3559433228
1279	0.355928654
1280	0.3559265671
1281	0.3559253643
1282	0.3558698029
1283	0.3558459963
1284	0.3558379831
1285	0.355752947
1286	0.3557110185
1287	0.3556910031
1288	0.3556491195
1289	0.3556214175
1290	0.3556139603
1291	0.3555889227
1292	0.3555819501
1293	0.3555465372
1294	0.3555246655
1295	0.355512215
1296	0.3554510237
1297	0.355419674
1298	0.3554044171
1299	0.355377936
1300	0.3553586515
1301	0.3553414821
1302	0.3553311556
1303	0.3552615808
1304	0.3552391795
1305	0.3552285494
1306	0.3551245328
1307	0.3550684032
1308	0.3550292797
1309	0.355018112
1310	0.3549311514
1311	0.3549068231
1312	0.354844177
1313	0.3548392406
1314	0.3548336452
1315	0.3547961102
1316	0.3547882965
1317	0.3547393136
1318	0.3547192091
1319	0.3547073806
1320	0.3547032514
1321	0.3546918745
1322	0.3546764113
1323	0.3546436836
1324	0.3546294269
1325	0.3545977412
1326	0.3545611376
1327	0.3545208543
1328	0.3545004893
1329	0.3544504433
1330	0.3544401549
1331	0.3543862396
1332	0.3543541138
1333	0.3543428103
1334	0.3543153508
1335	0.3542865519
1336	0.354257355
1337	0.3542213844
1338	0.3542033927
1339	0.354172377
1340	0.354136458
1341	0.3541255691
1342	0.3541178597
1343	0.3541049275
1344	0.3540689193
1345	0.3540176479
1346	0.3540125918
1347	0.3539931803
1348	0.3539830736
1349	0.3539810883
1350	0.3539206588
1351	0.3539082294
1352	0.3538426707
1353	0.3538353382
1354	0.353815366
1355	0.3537575715
1356	0.3537392783
1357	0.3537233714
1358	0.3537077296
1359	0.3537028259
1360	0.35368403
1361	0.3536302883
1362	0.3536204459
1363	0.3535794249
1364	0.3534783763
1365	0.353421769
1366	0.353400058
1367	0.3533870204
1368	0.353359338
1369	0.3533561809
1370	0.3533026433
1371	0.353274155
1372	0.3532680741
1373	0.3532167601
1374	0.3532117696
1375	0.3531584951
1376	0.3531225793
1377	0.3531142812
1378	0.3530114707
1379	0.3529824606
1380	0.3529393392
1381	0.3529366672
1382	0.3529208361
1383	0.3529027937
1384	0.352822289
1385	0.3528123977
1386	0.3527906562
1387	0.3526720229
1388	0.3526646136
1389	0.3526519778
1390	0.3526402815
1391	0.3525619694
1392	0.3524896833
1393	0.3524731509
1394	0.3524149863
1395	0.3523647371
1396	0.3523351353
1397	0.3522697549
1398	0.3522284883
1399	0.3521582837
1400	0.3521299488
1401	0.3521006484
1402	0.35206024
1403	0.3520259324
1404	0.3520003615
1405	0.351953905
1406	0.3519256024
1407	0.3518950187
1408	0.3518896172
1409	0.3518787116
1410	0.3518753359
1411	0.3517997748
1412	0.3517956606
1413	0.3517104415
1414	0.3517089772
1415	0.3516579745
1416	0.3516198019
1417	0.3515784103
1418	0.3515290772
1419	0.3514583705
1420	0.351437421
1421	0.3514302871
1422	0.351399608
1423	0.3513951448
1424	0.3513474463
1425	0.351337508
1426	0.3512436978
1427	0.3512329712
1428	0.3512241978
1429	0.3512131287
1430	0.3511881684
1431	0.3511676943
1432	0.3511581888
1433	0.3511512065
1434	0.3510946806
1435	0.3510882197
1436	0.3510643478
1437	0.3510595242
1438	0.3510431351
1439	0.350987899
1440	0.3509452251
1441	0.3509358428
1442	0.3507772374
1443	0.3507706393
1444	0.3507525616
1445	0.3507405359
1446	0.3507267496
1447	0.3507123672
1448	0.3506947058
1449	0.3506654935
1450	0.3506232666
1451	0.3505657989
1452	0.3505608705
1453	0.3505069893
1454	0.3504970178
1455	0.3504910054
1456	0.3504874584
1457	0.3504471204
1458	0.3503920267
1459	0.3503744386
1460	0.3503264378
1461	0.3503185676
1462	0.3502655106
1463	0.350261369
1464	0.3502283189
1465	0.350199783
1466	0.3501942847
1467	0.3501425992
1468	0.3501359674
1469	0.3500740118
1470	0.3500269266
1471	0.3500213892
1472	0.3499938109
1473	0.349972897
1474	0.3499713018
1475	0.3499050344
1476	0.3499030666
1477	0.3498876014
1478	0.349882518
1479	0.3498634376
1480	0.3498449616
1481	0.3498158471
1482	0.3497920487
1483	0.349725137
1484	0.3497205357
1485	0.3496814674
1486	0.3496225493
1487	0.3495803685
1488	0.3495712103
1489	0.3495632261
1490	0.3495517439
1491	0.3494894886
1492	0.3494738192
1493	0.3494586768
1494	0.3494502076
1495	0.3494445202
1496	0.3493998624
1497	0.349367546
1498	0.3493466332
1499	0.3493264546
1500	0.349284931
1501	0.3492764796
1502	0.3492340469
1503	0.3492290151
1504	0.3491924218
1505	0.3491121255
1506	0.3491105179
1507	0.3490716021
1508	0.3490616744
1509	0.3490434409
1510	0.3490264713
1511	0.3490219831
1512	0.3489986014
